Age,Gender,MaritalStatus,Occupation,IncomeLevel,Education,Location,FamilySize,DrivingScore,ClaimHistory,VehicleType,VehicleAge,AnnualMileage,PreviousPolicy,RiskAppetite,CoverageAmount,PremiumBudget,TenurePreference,AddonsInterested,RecommendedProduct
36,Female,Single,Salaried,High,Postgraduate,Rural,4,67,No,Car,6,23976,Third-Party,Medium,200000,10000,3,Engine Protection,Third-Party
60,Male,Married,Retired,High,Postgraduate,Metro,3,40,Yes,Car,19,8864,Comprehensive,High,200000,20000,5,None,Third-Party
25,Male,Married,Retired,Low,Doctorate,Urban,4,54,No,SUV,18,15213,Own Damage,Low,100000,20000,5,NCB Protection,Third-Party
68,Male,Single,Retired,Low,High School,Rural,1,46,No,Car,16,22497,Third-Party,Medium,1000000,15000,3,Roadside Assistance,Third-Party
51,Female,Single,Salaried,High,Postgraduate,Urban,4,56,No,Car,12,28917,Own Damage,Medium,100000,25000,3,Zero Depreciation,Third-Party
51,Male,Married,Retired,Low,High School,Rural,5,51,No,Car,4,8798,Own Damage,High,500000,30000,1,None,Third-Party
61,Male,Married,Retired,Low,Postgraduate,Metro,1,94,Yes,Car,2,31467,Third-Party,Low,500000,25000,1,None,Comprehensive
57,Male,Married,Student,High,High School,Urban,2,94,Yes,Car,10,28611,Third-Party,Low,200000,15000,5,None,Third-Party
55,Female,Married,Student,Low,Postgraduate,Rural,5,68,No,SUV,13,31159,Own Damage,High,500000,20000,3,NCB Protection,Third-Party
43,Male,Married,Self-Employed,Low,High School,Metro,1,95,No,Commercial,11,19146,Own Damage,Medium,100000,10000,1,Engine Protection,Third-Party
20,Male,Single,Student,Medium,Postgraduate,Metro,1,53,No,Car,8,49548,Comprehensive,High,200000,20000,5,None,Third-Party
49,Female,Married,Salaried,Low,Postgraduate,Metro,5,52,No,SUV,13,18660,Third-Party,Medium,500000,20000,5,None,Third-Party
60,Female,Married,Salaried,Medium,Doctorate,Urban,4,92,Yes,SUV,9,45986,Comprehensive,Low,1000000,10000,3,None,Own Damage + Add-ons
65,Male,Married,Retired,Low,High School,Urban,4,95,No,Commercial,4,49571,Third-Party,High,500000,20000,1,Engine Protection,Comprehensive
60,Female,Married,Student,High,Graduate,Metro,2,71,No,SUV,14,19699,Own Damage,High,1000000,5000,1,Zero Depreciation,Third-Party
27,Female,Married,Self-Employed,High,Postgraduate,Rural,1,81,No,Commercial,17,21133,Own Damage,Low,500000,25000,5,Roadside Assistance,Third-Party
27,Female,Married,Self-Employed,Medium,High School,Urban,4,92,No,Commercial,15,32661,Own Damage,Medium,1000000,20000,3,None,Third-Party
66,Female,Married,Self-Employed,Low,Graduate,Urban,1,64,No,Bike,5,30874,Own Damage,Medium,100000,10000,3,None,Third-Party
28,Female,Single,Retired,Medium,Doctorate,Urban,4,66,No,Commercial,18,12485,Comprehensive,High,100000,25000,5,Zero Depreciation,Third-Party
31,Male,Married,Salaried,Low,Doctorate,Metro,5,63,No,Commercial,9,21412,Own Damage,Medium,300000,25000,3,Engine Protection,Own Damage + Add-ons
48,Female,Married,Retired,Low,Graduate,Rural,5,52,No,Commercial,2,27695,Comprehensive,Medium,100000,20000,5,Engine Protection,Own Damage + Add-ons
26,Male,Married,Salaried,Low,Doctorate,Urban,4,68,No,Commercial,15,42126,Own Damage,Low,500000,20000,3,Roadside Assistance,Third-Party
65,Male,Single,Retired,Medium,Doctorate,Rural,5,69,No,SUV,16,40923,Comprehensive,Medium,200000,20000,1,Engine Protection,Third-Party
23,Male,Single,Salaried,Medium,High School,Urban,1,66,Yes,Car,3,31283,Third-Party,Low,1000000,15000,3,Engine Protection,Third-Party
66,Female,Single,Self-Employed,Medium,Postgraduate,Urban,5,46,No,Car,8,19586,Third-Party,Medium,100000,25000,3,Zero Depreciation,Third-Party
52,Male,Married,Salaried,High,High School,Rural,2,52,No,Bike,3,44932,Comprehensive,Low,200000,15000,1,Zero Depreciation,Third-Party
51,Male,Single,Student,Medium,Postgraduate,Rural,4,46,Yes,Car,4,49613,Comprehensive,High,1000000,20000,1,Zero Depreciation,Third-Party
60,Female,Single,Student,Low,Graduate,Rural,2,74,No,SUV,3,8980,Third-Party,High,1000000,10000,5,Roadside Assistance,Own Damage + Add-ons
35,Male,Married,Self-Employed,Medium,Postgraduate,Metro,5,45,No,SUV,3,42575,Third-Party,High,1000000,20000,3,Engine Protection,Own Damage + Add-ons
40,Female,Married,Self-Employed,High,High School,Rural,4,61,No,SUV,15,10470,Own Damage,Medium,100000,20000,3,Zero Depreciation,Third-Party
47,Male,Married,Retired,High,High School,Rural,4,98,No,Commercial,11,13080,Third-Party,High,1000000,30000,5,NCB Protection,Third-Party
20,Male,Single,Student,High,Doctorate,Rural,1,53,No,SUV,5,37367,Own Damage,High,300000,5000,1,None,Own Damage + Add-ons
32,Female,Single,Self-Employed,Medium,Graduate,Rural,1,60,No,Bike,18,10764,Comprehensive,Low,100000,5000,3,NCB Protection,Third-Party
54,Female,Single,Retired,High,High School,Rural,5,57,No,SUV,5,27280,Third-Party,Low,200000,25000,5,Roadside Assistance,Own Damage + Add-ons
60,Female,Married,Retired,High,Postgraduate,Rural,1,87,Yes,Commercial,13,15704,Own Damage,High,300000,25000,5,Engine Protection,Third-Party
20,Female,Married,Student,High,High School,Rural,1,68,No,Car,8,19661,Third-Party,High,300000,25000,3,Engine Protection,Third-Party
32,Male,Married,Salaried,High,High School,Urban,2,65,No,Commercial,2,45568,Third-Party,Medium,100000,15000,5,None,Own Damage + Add-ons
20,Female,Married,Retired,High,High School,Rural,2,78,Yes,Commercial,10,21452,Comprehensive,Medium,1000000,25000,5,Roadside Assistance,Third-Party
46,Male,Married,Student,Medium,Doctorate,Rural,2,76,No,Car,6,6438,Comprehensive,Medium,300000,30000,5,Roadside Assistance,Third-Party
48,Male,Single,Retired,High,Doctorate,Rural,5,89,No,SUV,10,26165,Comprehensive,Medium,500000,5000,5,NCB Protection,Third-Party
24,Female,Married,Retired,Medium,Postgraduate,Rural,4,84,Yes,Bike,17,44042,Comprehensive,Low,200000,25000,3,Roadside Assistance,Third-Party
24,Male,Single,Self-Employed,Low,Doctorate,Rural,3,75,No,Bike,18,30873,Third-Party,Medium,500000,30000,1,Engine Protection,Third-Party
28,Female,Single,Self-Employed,Medium,Postgraduate,Urban,5,67,No,SUV,17,15094,Own Damage,High,100000,20000,5,Engine Protection,Third-Party
65,Female,Married,Self-Employed,Medium,Doctorate,Metro,4,50,No,SUV,14,15509,Comprehensive,Low,300000,5000,1,Engine Protection,Third-Party
45,Male,Married,Student,High,Doctorate,Rural,1,56,No,SUV,18,26244,Third-Party,Low,1000000,15000,5,Engine Protection,Third-Party
53,Female,Single,Retired,High,Graduate,Urban,5,51,Yes,Car,15,42202,Third-Party,Medium,1000000,30000,1,NCB Protection,Third-Party
60,Male,Single,Student,High,Postgraduate,Metro,4,67,No,Car,6,7705,Comprehensive,Medium,300000,15000,3,Engine Protection,Third-Party
63,Male,Single,Retired,Medium,Doctorate,Rural,5,63,Yes,Bike,9,30020,Comprehensive,Low,300000,30000,3,Engine Protection,Third-Party
57,Female,Married,Retired,Medium,High School,Urban,1,70,Yes,Commercial,18,15819,Third-Party,High,1000000,25000,3,None,Third-Party
42,Female,Single,Self-Employed,High,High School,Metro,1,76,No,Car,10,48257,Comprehensive,High,200000,15000,3,NCB Protection,Third-Party
34,Female,Married,Self-Employed,Low,Doctorate,Metro,5,95,No,Bike,4,6529,Third-Party,High,100000,15000,1,NCB Protection,Comprehensive
67,Male,Married,Retired,Low,Postgraduate,Metro,5,88,No,Bike,5,8004,Third-Party,Medium,200000,5000,5,Roadside Assistance,Third-Party
55,Female,Married,Retired,Low,Doctorate,Metro,3,95,Yes,Bike,7,43443,Comprehensive,High,1000000,25000,3,Roadside Assistance,Third-Party
38,Male,Single,Salaried,Low,Postgraduate,Metro,2,68,No,Car,8,9261,Third-Party,High,100000,30000,5,Zero Depreciation,Third-Party
69,Male,Single,Salaried,High,Doctorate,Urban,4,44,No,Car,11,20656,Comprehensive,Low,100000,25000,1,Engine Protection,Third-Party
37,Male,Single,Retired,High,Graduate,Rural,1,94,No,Bike,5,35182,Own Damage,Medium,1000000,20000,3,Engine Protection,Third-Party
27,Male,Single,Student,Medium,Postgraduate,Metro,1,74,Yes,Commercial,10,34971,Own Damage,High,1000000,25000,3,None,Third-Party
23,Male,Single,Salaried,Low,Doctorate,Urban,4,52,No,Bike,1,30166,Third-Party,High,300000,25000,3,NCB Protection,Third-Party
29,Male,Single,Retired,Medium,Graduate,Rural,5,90,No,Commercial,1,49059,Third-Party,Medium,300000,5000,1,NCB Protection,Comprehensive
34,Male,Married,Retired,High,Graduate,Urban,3,84,No,SUV,19,33598,Comprehensive,High,300000,20000,5,None,Third-Party
62,Female,Single,Salaried,Medium,Postgraduate,Urban,4,48,No,Bike,2,8363,Comprehensive,Low,1000000,20000,3,NCB Protection,Third-Party
50,Male,Single,Retired,Medium,Doctorate,Metro,5,70,Yes,Bike,6,38509,Comprehensive,High,200000,25000,3,None,Third-Party
53,Female,Married,Student,Low,Graduate,Rural,1,62,No,SUV,11,12548,Third-Party,High,100000,10000,5,Engine Protection,Third-Party
65,Male,Single,Salaried,Low,Graduate,Urban,5,98,Yes,Bike,3,14123,Third-Party,High,200000,20000,5,Engine Protection,Comprehensive
36,Female,Single,Student,Low,High School,Rural,2,55,No,Car,18,10956,Comprehensive,Low,500000,25000,3,None,Third-Party
22,Female,Single,Retired,Low,High School,Metro,3,93,No,Car,17,5806,Comprehensive,Low,200000,25000,3,Engine Protection,Third-Party
62,Female,Single,Self-Employed,Medium,High School,Rural,2,59,No,Bike,3,29421,Third-Party,High,500000,5000,1,Roadside Assistance,Third-Party
59,Female,Married,Retired,High,Postgraduate,Metro,2,92,No,SUV,14,30868,Own Damage,High,500000,30000,3,Roadside Assistance,Third-Party
46,Female,Single,Salaried,Low,High School,Urban,5,86,No,SUV,4,39615,Third-Party,High,100000,20000,1,Zero Depreciation,Comprehensive
54,Male,Married,Student,High,Doctorate,Rural,5,47,No,Car,3,15163,Own Damage,Low,100000,20000,1,None,Third-Party
65,Male,Married,Retired,Medium,Graduate,Rural,4,87,No,Car,8,5434,Third-Party,Low,500000,10000,5,NCB Protection,Third-Party
47,Male,Married,Student,Medium,High School,Metro,1,56,Yes,SUV,15,6356,Own Damage,Medium,1000000,25000,1,NCB Protection,Third-Party
18,Female,Single,Student,Low,Doctorate,Metro,3,89,Yes,Commercial,16,22680,Third-Party,High,500000,20000,1,Zero Depreciation,Third-Party
29,Male,Married,Salaried,Medium,Doctorate,Rural,2,58,No,Commercial,8,32389,Comprehensive,High,300000,30000,3,Roadside Assistance,Own Damage + Add-ons
32,Female,Single,Student,High,High School,Urban,5,82,No,Bike,13,40914,Own Damage,Low,100000,15000,3,None,Third-Party
22,Female,Single,Student,Low,Postgraduate,Urban,1,76,Yes,Bike,14,30148,Own Damage,Medium,200000,20000,1,Zero Depreciation,Third-Party
55,Female,Single,Salaried,High,Doctorate,Urban,4,84,No,Commercial,12,31657,Own Damage,High,100000,25000,1,Roadside Assistance,Third-Party
28,Female,Single,Student,Low,Postgraduate,Urban,5,66,No,Commercial,2,16180,Third-Party,High,1000000,15000,1,None,Own Damage + Add-ons
37,Male,Married,Retired,Low,Postgraduate,Metro,4,54,Yes,Bike,8,43761,Third-Party,Medium,300000,10000,1,Engine Protection,Third-Party
46,Male,Single,Retired,Medium,Postgraduate,Metro,5,63,Yes,Bike,1,8851,Third-Party,Medium,1000000,15000,1,Roadside Assistance,Third-Party
31,Female,Married,Student,Medium,Doctorate,Urban,3,44,No,Commercial,18,40879,Own Damage,Low,200000,5000,1,None,Third-Party
43,Female,Single,Salaried,High,High School,Urban,2,92,Yes,SUV,17,37193,Comprehensive,Low,100000,15000,1,Roadside Assistance,Third-Party
51,Male,Single,Salaried,Low,Doctorate,Rural,4,86,No,SUV,17,10242,Third-Party,High,200000,15000,1,Roadside Assistance,Third-Party
27,Female,Married,Retired,High,Graduate,Metro,4,77,Yes,SUV,16,14654,Own Damage,Medium,300000,15000,5,Zero Depreciation,Third-Party
44,Male,Married,Self-Employed,Low,Graduate,Urban,4,96,Yes,Bike,8,37050,Comprehensive,Medium,200000,30000,3,Engine Protection,Third-Party
61,Male,Married,Self-Employed,Medium,High School,Urban,5,48,No,Bike,3,47654,Third-Party,Low,500000,25000,5,None,Third-Party
58,Male,Single,Student,Medium,Doctorate,Rural,4,64,Yes,Commercial,10,49499,Own Damage,High,300000,10000,3,Roadside Assistance,Third-Party
58,Male,Married,Self-Employed,Low,Doctorate,Urban,5,54,Yes,Commercial,5,9558,Own Damage,Medium,1000000,15000,5,NCB Protection,Own Damage + Add-ons
42,Male,Single,Student,High,Graduate,Rural,5,83,No,Car,14,43797,Third-Party,High,1000000,5000,3,Engine Protection,Third-Party
27,Male,Single,Student,Medium,Graduate,Metro,3,66,No,SUV,3,38081,Own Damage,Low,200000,20000,1,Roadside Assistance,Own Damage + Add-ons
56,Female,Single,Self-Employed,Low,Doctorate,Urban,5,98,No,SUV,3,12048,Comprehensive,High,300000,30000,1,NCB Protection,Comprehensive
49,Male,Single,Retired,Low,Doctorate,Urban,1,84,No,Bike,18,33240,Comprehensive,Low,200000,15000,3,Zero Depreciation,Third-Party
51,Female,Married,Retired,Low,High School,Rural,4,92,No,Bike,3,16005,Comprehensive,High,500000,20000,5,None,Comprehensive
40,Male,Married,Salaried,Low,Doctorate,Rural,2,45,No,Bike,3,46938,Comprehensive,Medium,300000,20000,1,Engine Protection,Third-Party
50,Male,Single,Salaried,High,Postgraduate,Urban,4,78,Yes,Bike,14,42334,Third-Party,High,100000,20000,3,Engine Protection,Third-Party
49,Female,Married,Retired,Low,High School,Metro,1,55,No,SUV,3,10483,Own Damage,Medium,1000000,30000,1,None,Own Damage + Add-ons
39,Male,Married,Self-Employed,High,Postgraduate,Urban,5,90,No,Commercial,14,29862,Third-Party,Medium,200000,15000,1,Roadside Assistance,Third-Party
39,Male,Married,Retired,High,Graduate,Rural,3,68,Yes,Bike,13,36610,Own Damage,Medium,500000,25000,1,None,Third-Party
40,Female,Married,Retired,High,Postgraduate,Metro,5,72,No,Car,14,19113,Own Damage,Low,1000000,15000,3,None,Third-Party
36,Male,Single,Retired,High,Postgraduate,Urban,3,57,Yes,Bike,10,40602,Comprehensive,Medium,300000,30000,1,Engine Protection,Third-Party
40,Female,Single,Student,Medium,Graduate,Metro,2,75,No,Car,8,43947,Comprehensive,High,1000000,15000,3,Roadside Assistance,Third-Party
39,Male,Married,Salaried,High,Postgraduate,Rural,4,80,Yes,Commercial,11,8419,Own Damage,Low,1000000,25000,1,None,Third-Party
47,Female,Single,Student,High,Doctorate,Rural,5,40,No,Car,17,35976,Third-Party,Medium,100000,10000,1,Roadside Assistance,Third-Party
36,Male,Married,Salaried,High,Graduate,Rural,3,52,Yes,Commercial,13,49479,Comprehensive,Medium,100000,30000,5,Zero Depreciation,Third-Party
39,Male,Single,Self-Employed,Low,Graduate,Urban,3,45,No,Bike,2,30944,Comprehensive,Low,500000,30000,5,Engine Protection,Third-Party
18,Male,Single,Retired,Medium,Doctorate,Metro,1,59,Yes,Bike,19,15510,Third-Party,Low,500000,30000,3,Engine Protection,Third-Party
51,Male,Single,Self-Employed,High,High School,Metro,1,77,No,Car,5,29813,Own Damage,Medium,200000,30000,5,Zero Depreciation,Third-Party
43,Female,Married,Retired,High,High School,Rural,4,73,Yes,Commercial,2,43760,Third-Party,Low,100000,25000,3,None,Own Damage + Add-ons
21,Female,Married,Retired,Medium,High School,Urban,3,57,No,Bike,1,19290,Comprehensive,Medium,300000,30000,1,Zero Depreciation,Third-Party
65,Female,Single,Self-Employed,High,Graduate,Rural,2,46,No,Car,10,18930,Own Damage,Medium,200000,15000,1,Zero Depreciation,Third-Party
62,Female,Single,Student,Low,Postgraduate,Rural,3,76,Yes,Car,11,44585,Own Damage,Medium,300000,30000,5,Engine Protection,Third-Party
29,Female,Single,Self-Employed,Low,Doctorate,Urban,3,93,No,Commercial,15,29375,Own Damage,Low,100000,30000,5,NCB Protection,Third-Party
45,Male,Married,Self-Employed,High,Postgraduate,Rural,5,55,No,Bike,12,18348,Comprehensive,High,300000,15000,3,Engine Protection,Third-Party
54,Male,Single,Self-Employed,Low,Doctorate,Metro,5,53,No,Commercial,15,9305,Comprehensive,High,300000,25000,3,Zero Depreciation,Third-Party
20,Male,Single,Student,Medium,High School,Urban,1,53,Yes,Car,18,39741,Third-Party,Low,100000,30000,5,Engine Protection,Third-Party
45,Female,Single,Retired,Medium,High School,Urban,5,43,No,Car,1,24119,Own Damage,Low,100000,5000,5,NCB Protection,Third-Party
46,Female,Married,Retired,High,High School,Rural,3,53,No,Car,8,49779,Comprehensive,High,1000000,25000,5,Zero Depreciation,Third-Party
37,Male,Married,Student,Low,Doctorate,Urban,5,40,No,Commercial,3,7437,Comprehensive,Low,300000,20000,3,Engine Protection,Own Damage + Add-ons
19,Female,Married,Student,Low,Graduate,Rural,1,95,No,Commercial,10,31506,Own Damage,High,200000,25000,1,None,Third-Party
54,Female,Single,Salaried,High,Doctorate,Rural,4,72,No,SUV,9,20413,Third-Party,Medium,500000,5000,5,Zero Depreciation,Own Damage + Add-ons
18,Male,Single,Retired,Medium,Graduate,Rural,2,47,No,Bike,6,28575,Third-Party,Low,1000000,30000,1,NCB Protection,Third-Party
63,Female,Married,Retired,High,High School,Rural,3,66,Yes,Bike,4,13452,Own Damage,Medium,500000,20000,1,Engine Protection,Third-Party
64,Female,Single,Student,High,Graduate,Metro,2,72,No,SUV,15,8313,Third-Party,High,200000,15000,5,Zero Depreciation,Third-Party
53,Male,Married,Retired,High,High School,Rural,4,97,No,Car,6,26960,Own Damage,Low,200000,10000,1,Engine Protection,Third-Party
61,Male,Single,Retired,Low,Postgraduate,Urban,3,97,No,SUV,16,29221,Comprehensive,Medium,100000,25000,1,Roadside Assistance,Third-Party
59,Female,Married,Self-Employed,Medium,Doctorate,Rural,2,69,Yes,Commercial,10,19154,Comprehensive,Medium,300000,25000,3,Zero Depreciation,Third-Party
35,Male,Single,Salaried,Low,Graduate,Rural,4,59,No,Car,7,8603,Comprehensive,Low,100000,25000,5,Zero Depreciation,Third-Party
26,Female,Married,Student,Low,Graduate,Rural,3,45,Yes,Bike,1,17864,Third-Party,Medium,300000,25000,3,Roadside Assistance,Third-Party
54,Male,Married,Retired,Low,Graduate,Metro,4,40,No,Bike,7,9495,Third-Party,Low,1000000,5000,1,Engine Protection,Third-Party
42,Male,Single,Student,High,Graduate,Rural,3,48,Yes,Bike,15,46467,Third-Party,Medium,100000,20000,1,None,Third-Party
58,Male,Single,Student,Low,Postgraduate,Rural,3,94,No,Commercial,4,35760,Third-Party,Medium,100000,5000,1,None,Comprehensive
36,Female,Married,Retired,Medium,Postgraduate,Urban,4,71,Yes,Car,7,12176,Own Damage,Medium,200000,10000,5,None,Third-Party
42,Female,Single,Salaried,High,Graduate,Metro,1,72,No,SUV,1,28124,Third-Party,High,300000,30000,1,Roadside Assistance,Own Damage + Add-ons
69,Male,Single,Self-Employed,Medium,Postgraduate,Urban,2,97,No,Commercial,19,37930,Third-Party,Low,200000,5000,3,NCB Protection,Third-Party
66,Female,Single,Self-Employed,High,High School,Rural,1,57,No,Commercial,12,15720,Third-Party,Medium,100000,25000,5,Zero Depreciation,Third-Party
32,Female,Single,Salaried,Low,Postgraduate,Urban,5,76,Yes,SUV,11,34681,Third-Party,Low,300000,10000,3,NCB Protection,Third-Party
63,Female,Married,Self-Employed,Low,Doctorate,Urban,2,58,No,SUV,2,5564,Third-Party,Medium,300000,10000,5,Zero Depreciation,Own Damage + Add-ons
67,Female,Married,Student,High,Doctorate,Metro,3,72,Yes,Car,2,48953,Own Damage,High,1000000,10000,5,NCB Protection,Third-Party
43,Female,Single,Salaried,Medium,High School,Metro,2,44,No,Bike,1,14916,Comprehensive,High,200000,15000,3,NCB Protection,Third-Party
63,Male,Single,Self-Employed,High,Graduate,Metro,2,95,No,Bike,13,9971,Third-Party,High,1000000,5000,5,Roadside Assistance,Third-Party
37,Male,Single,Salaried,Medium,High School,Urban,5,51,No,Commercial,13,49442,Comprehensive,High,200000,10000,3,Roadside Assistance,Third-Party
20,Female,Single,Retired,Low,High School,Metro,1,40,No,Bike,2,44570,Third-Party,Low,200000,20000,3,NCB Protection,Third-Party
42,Female,Married,Retired,Low,Postgraduate,Urban,3,45,Yes,Bike,7,31156,Third-Party,High,300000,30000,1,Zero Depreciation,Third-Party
38,Female,Single,Retired,Low,Graduate,Urban,2,56,No,SUV,10,9441,Own Damage,High,300000,10000,1,Engine Protection,Third-Party
51,Female,Single,Student,High,Postgraduate,Rural,1,47,Yes,Bike,14,16273,Comprehensive,High,500000,20000,1,NCB Protection,Third-Party
69,Male,Single,Self-Employed,Low,Postgraduate,Urban,5,44,Yes,Bike,16,19523,Own Damage,High,100000,30000,3,Roadside Assistance,Third-Party
